SKU,SKU Name,Source,Source Name,Vol available for redeployment,Destination,Destination Name,Vol required to reach National Average,Total Trip Cost(USD),MACO wo VLC,Weighed MACOwoVLC,OOS(HL),OOS capped(HL),OOS %,OOS MACO
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA45,CND CD Mao,2.351670307601455,DA34,CND CD Bohemia,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA35,CND CD Puerto Plata,0.7222568125976071,DA33,CND CD Central,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA36,CND CD San Fco. de Macoris,1.597560114121983,DA33,CND CD Central,0.4517732549858767,0.8574469683224957,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA40,CND CD Santiago,7.203380844669221,DA33,CND CD Central,0.4517732549858767,0.9578175718246816,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA45,CND CD Mao,2.351670307601455,DA33,CND CD Central,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA35,CND CD Puerto Plata,0.7222568125976071,DA38,CND CD Margen Oriental,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA36,CND CD San Fco. de Macoris,1.597560114121983,DA38,CND CD Margen Oriental,0.4517732549858767,0.8754641973849986,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA40,CND CD Santiago,7.203380844669221,DA38,CND CD Margen Oriental,0.4517732549858767,0.9758348008871847,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA45,CND CD Mao,2.351670307601455,DA38,CND CD Margen Oriental,0.4517732549858767,1.0,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA35,CND CD Puerto Plata,0.7222568125976071,DA46,CND CD Samana,0.4517732549858767,1.264366951754586,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
ZL000087,KINGS LABEL 6/1 1750 ml MEDIO GALON,DA36,CND CD San Fco. de Macoris,1.597560114121983,DA46,CND CD Samana,0.4517732549858767,1.155992641604193,26.41688443670151,0.0,0.0,0.0,0.0000%,0.0
