Site_Code,Site Name,SKU,SKU Name,Stock on floor,Planned In Day1,Planned In Day2,Planned In Day3,Planned In Day4,Planned In Day5,Planned In Day6,Planned In Day7,In Transit Day1,In Transit Day2,In Transit Day3,In Transit Day4,In Transit Day5,In Transit Day6,In Transit Day7,Production Day1,Production Day2,Production Day3,Production Day4,Production Day5,Production Day6,Production Day7,Total 7Days Production,Total Planned Load 7Days,Customer_Orders,Daily Demand Day1,Daily Demand Day2,Daily Demand Day3,Daily Demand Day4,Daily Demand Day5,Daily Demand Day6,Daily Demand Day7,Total 7Days Demand,Stock on floor 7Days,Reorder Point (Hl),%Predicted_Var_vs ROP 7days,National Average,Volume available for Redeployment/Volume required to reach Nat Avg,Vol available for Redeployment wrt ROP,Volume required to reach Nat Avg
DA33,CND CD Central,ZF000010,ARROZ CAMPO 30/ 2 LB,28.69148896371118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.424741572515209,5.424741572515209,5.424741572515209,5.424741572515209,5.424741572515209,5.424741572515209,5.424741572515209,37.97319100760646,-9.28170204389528,4.60352763167525,-301.62%,92.98%,18.165681619097796,0.0,18.165681619097796
DA33,CND CD Central,ZF000012,COUNTRY BARN COFFEE CREAMER 12/ 6 OZ,0.3186015948963317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01152545710847304,0.01152545710847304,0.01152545710847304,0.01152545710847304,0.01152545710847304,0.01152545710847304,0.01152545710847304,0.08067819975931129,0.23792339513702043,0.003883577938724612,6026.40%,604.26%,-0.2340398171982958,0.2340398171982958,0.0
DA33,CND CD Central,ZF000013,COUNTRY BARN COFFEE CREAMER 12/ 11 OZ,0.05514258373205742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05514258373205742,0.0050546191968317,990.93%,127.28%,-0.05008796453522572,0.05008796453522572,0.0
DA33,CND CD Central,ZF000016,COUNTRY BARN COFFEE CREAMER 12/ 35.3 OZ,0.06696075986199443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006542813973887844,0.006542813973887844,0.006542813973887844,0.006542813973887844,0.006542813973887844,0.006542813973887844,0.006542813973887844,0.045799697817214914,0.021161062044779515,0.002204643839027426,859.84%,15905.83%,-0.018956418205752088,0.018956418205752088,0.0
DA33,CND CD Central,ZF000025,ARROZ CAMPOS SACO 10 LBS,2.2655651161824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.858140123146518,3.858140123146518,3.858140123146518,3.858140123146518,3.858140123146518,3.858140123146518,3.858140123146518,27.006980862025628,-24.741415745843227,2.340256754219196,-1157.21%,-842.79%,27.081672500062425,0.0,27.081672500062425
DA33,CND CD Central,ZF000026,ARROZ CAMPOS SACO 20 LBS,3.883825913455543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38708068337698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38708068337698,0.0,0.4417012358970692,0.4417012358970692,0.4417012358970692,0.4417012358970692,0.4417012358970692,0.4417012358970692,0.4417012358970692,3.091908651279484,2.178997945553039,0.3246241366533099,571.24%,1211.58%,-1.8543738088997288,1.8543738088997288,0.0
DA33,CND CD Central,ZF000028,ARROZ BISONO 20/3 LB SELECTO ENRIQUECIDO,5.682855301991104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263607136376295,0.0263607136376295,0.0263607136376295,0.0263607136376295,0.0263607136376295,0.0263607136376295,0.0263607136376295,0.18452499546340645,5.498330306527698,0.02665649423889351,20526.61%,15097.47%,-5.471673812288804,5.471673812288804,0.0
DA33,CND CD Central,ZF000029,JACK LINKS BEEF STICK 20/ 0.92 OZ,5.471788876418506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002990275712638155,0.002990275712638155,0.002990275712638155,0.002990275712638155,0.002990275712638155,0.002990275712638155,0.002990275712638155,0.02093192998846708,5.450856946430039,0.003124733512358905,174342.30%,45058.68%,-5.44773221291768,5.44773221291768,0.0
DA33,CND CD Central,ZFA00001,ACETAMINOFEN MK 500 MG X 100 TABLETAS,0.7779043062200958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7779043062200958,0.0050546191968317,15289.97%,1277.20%,-0.7728496870232641,0.7728496870232641,0.0
DA33,CND CD Central,ZFA00002,ALKA SELTZER EFERVECENTES X 60 TAB,0.2034340111642744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034340111642744,0.0050546191968317,3924.71%,641.81%,-0.1983793919674427,0.1983793919674427,0.0
